0,1,2,3
https://openalex.org/W2950337056,2014,12,"['https://openalex.org/A5055710645', 'https://openalex.org/A5065743725']"
https://openalex.org/W2950622308,2009,14,"['https://openalex.org/A5011012964', 'https://openalex.org/A5066696247', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084']"
https://openalex.org/W2282891938,2010,13,"['https://openalex.org/A5017669758', 'https://openalex.org/A5055710645']"
https://openalex.org/W2010994761,2000,22,"['https://openalex.org/A5027117465', 'https://openalex.org/A5021838614', 'https://openalex.org/A5055710645', 'https://openalex.org/A5078491738', 'https://openalex.org/A5040009691', 'https://openalex.org/A5041567023', 'https://openalex.org/A5017844316', 'https://openalex.org/A5068021191']"
https://openalex.org/W2131835993,2006,16,['https://openalex.org/A5055710645']
https://openalex.org/W2163217488,2009,11,"['https://openalex.org/A5018708584', 'https://openalex.org/A5024390954', 'https://openalex.org/A5078381067', 'https://openalex.org/A5055710645', 'https://openalex.org/A5058550942']"
https://openalex.org/W1590340002,2001,14,"['https://openalex.org/A5024803432', 'https://openalex.org/A5086904495', 'https://openalex.org/A5055710645']"
https://openalex.org/W1971849893,2000,14,"['https://openalex.org/A5071016611', 'https://openalex.org/A5027117465', 'https://openalex.org/A5068388812', 'https://openalex.org/A5055710645', 'https://openalex.org/A5078491738', 'https://openalex.org/A5087900012']"
https://openalex.org/W2771827553,2017,81,"['https://openalex.org/A5005890680', 'https://openalex.org/A5040523461', 'https://openalex.org/A5000086314', 'https://openalex.org/A5022164958', 'https://openalex.org/A5005448339', 'https://openalex.org/A5051842323']"
https://openalex.org/W3205291501,2022,21,"['https://openalex.org/A5040523461', 'https://openalex.org/A5020824659', 'https://openalex.org/A5078723316', 'https://openalex.org/A5007524593']"
https://openalex.org/W3132611698,2021,31,"['https://openalex.org/A5049341927', 'https://openalex.org/A5040523461', 'https://openalex.org/A5088579113', 'https://openalex.org/A5044313983']"
https://openalex.org/W3121750904,2021,27,"['https://openalex.org/A5083509279', 'https://openalex.org/A5035855388', 'https://openalex.org/A5028244643', 'https://openalex.org/A5040523461']"
https://openalex.org/W4200059914,2022,15,"['https://openalex.org/A5089840020', 'https://openalex.org/A5040523461', 'https://openalex.org/A5062538365', 'https://openalex.org/A5082056559', 'https://openalex.org/A5074654320', 'https://openalex.org/A5082396964', 'https://openalex.org/A5017835418', 'https://openalex.org/A5000973205']"
https://openalex.org/W4292333613,2022,15,"['https://openalex.org/A5083509279', 'https://openalex.org/A5022962514', 'https://openalex.org/A5035855388', 'https://openalex.org/A5034579880', 'https://openalex.org/A5010776860', 'https://openalex.org/A5040523461']"
https://openalex.org/W4280579704,2022,14,"['https://openalex.org/A5049464184', 'https://openalex.org/A5040523461', 'https://openalex.org/A5046489971', 'https://openalex.org/A5021717988']"
https://openalex.org/W3020206637,2020,32,"['https://openalex.org/A5011008665', 'https://openalex.org/A5035585451', 'https://openalex.org/A5060845746', 'https://openalex.org/A5040523461', 'https://openalex.org/A5072973188', 'https://openalex.org/A5003730869', 'https://openalex.org/A5032686368', 'https://openalex.org/A5036258932', 'https://openalex.org/A5088355451']"
https://openalex.org/W3156288467,2021,23,"['https://openalex.org/A5049341927', 'https://openalex.org/A5040523461', 'https://openalex.org/A5063795265', 'https://openalex.org/A5044313983']"
https://openalex.org/W3140931699,2021,22,"['https://openalex.org/A5040523461', 'https://openalex.org/A5060155786', 'https://openalex.org/A5060210998', 'https://openalex.org/A5057853630', 'https://openalex.org/A5019735991', 'https://openalex.org/A5005905514']"
https://openalex.org/W4229335229,2022,13,"['https://openalex.org/A5087978251', 'https://openalex.org/A5022174367', 'https://openalex.org/A5040523461', 'https://openalex.org/A5075785492']"
https://openalex.org/W2782036776,2018,27,"['https://openalex.org/A5031201228', 'https://openalex.org/A5016302555', 'https://openalex.org/A5085244168', 'https://openalex.org/A5040523461', 'https://openalex.org/A5035512658']"
https://openalex.org/W2903695374,2018,22,"['https://openalex.org/A5003648508', 'https://openalex.org/A5026935413', 'https://openalex.org/A5088183194', 'https://openalex.org/A5037858093', 'https://openalex.org/A5048328811', 'https://openalex.org/A5008342894', 'https://openalex.org/A5040523461', 'https://openalex.org/A5035701638', 'https://openalex.org/A5059912107']"
https://openalex.org/W2768249826,2017,21,"['https://openalex.org/A5040523461', 'https://openalex.org/A5077327120', 'https://openalex.org/A5002330627', 'https://openalex.org/A5044313983']"
